rainfall_mm,temperature_c,humidity_pct,wind_speed_kmh,disaster_type
47.6,31.4,55.0,91.4,Cyclone
110.3,28.4,64.1,14.9,Flood
106.6,27.9,50.0,26.8,Flood
77.1,30.9,75.7,20.4,Normal
141.3,31.7,81.1,39.9,Landslide
113.3,28.4,61.8,14.9,Landslide
104.4,29.3,63.4,9.5,Normal
11.7,25.9,78.1,17.4,Normal
76.4,25.6,59.3,10.2,Normal
66.7,32.1,58.3,29.6,Normal
153.5,30.8,87.9,38.8,Flood
51.2,30.8,83.3,8.2,Normal
62.7,30.1,79.0,25.5,Flood
21.7,29.2,83.9,68.4,Landslide
26.0,31.8,40.3,81.8,Cyclone
153.8,32.7,90.3,56.8,Flood
81.8,32.6,75.9,2.8,Normal
189.4,28.6,85.2,36.3,Flood
50.5,34.5,75.8,73.7,Landslide
15.0,29.9,70.7,23.5,Landslide
44.9,31.5,65.9,12.1,Normal
38.8,30.1,75.5,70.1,Normal
95.7,30.0,65.3,77.0,Cyclone
93.0,26.1,83.0,33.5,Landslide
84.7,31.8,46.2,12.2,Normal
228.2,40.4,61.9,7.2,Flood
135.9,27.5,100.0,42.9,Landslide
27.7,29.3,60.6,20.6,Normal
115.9,27.2,66.4,32.0,Flood
59.6,27.0,56.8,29.5,Normal
49.4,35.2,75.0,16.7,Normal
147.3,26.3,59.0,6.8,Flood
26.1,27.1,67.2,24.0,Normal
110.6,22.7,82.7,37.3,Flood
98.9,26.0,59.5,38.6,Normal
25.6,22.2,81.8,19.5,Normal
11.2,31.5,82.3,76.0,Cyclone
54.6,40.2,85.8,13.3,Normal
125.0,27.5,72.1,64.8,Flood
76.2,22.3,100.0,36.5,Landslide
150.5,32.6,85.8,24.2,Landslide
72.4,26.1,74.9,46.8,Normal
157.2,34.2,56.9,28.2,Flood
35.4,27.9,68.5,9.4,Normal
84.5,26.5,91.4,12.4,Landslide
42.2,28.3,95.6,26.8,Landslide
53.3,32.0,92.2,21.8,Landslide
62.5,28.1,81.8,63.8,Normal
76.0,27.0,51.2,21.0,Normal
31.3,28.2,77.3,19.9,Normal
81.7,23.9,51.4,17.9,Normal
60.2,30.6,47.7,16.6,Normal
15.9,21.9,73.6,17.1,Normal
9.4,27.2,77.8,10.8,Normal
125.4,32.0,83.6,37.6,Flood
51.3,30.2,77.5,30.0,Landslide
14.2,31.4,78.0,29.1,Normal
174.3,28.7,55.2,7.6,Landslide
87.7,33.7,68.4,44.1,Flood
74.5,32.7,47.4,47.2,Normal
28.9,30.8,39.9,88.5,Cyclone
15.7,32.7,81.1,45.4,Normal
66.8,32.0,58.7,100.3,Cyclone
57.3,27.2,83.1,19.2,Normal
22.1,23.6,86.6,91.6,Cyclone
21.3,30.7,60.7,46.5,Normal
20.3,31.2,78.9,42.5,Normal
19.6,33.4,60.1,28.5,Normal
34.4,25.3,42.3,24.1,Normal
74.6,25.4,71.8,20.4,Landslide
83.9,30.8,62.9,93.7,Cyclone
56.4,28.7,63.4,27.8,Normal
64.5,21.5,99.6,47.0,Flood
86.8,30.5,47.1,54.3,Landslide
6.6,21.6,75.7,53.8,Normal
68.4,25.2,55.1,37.7,Normal
140.0,34.4,83.6,90.5,Landslide
50.2,36.3,74.5,44.5,Normal
121.9,24.1,75.7,19.9,Landslide
51.0,27.7,55.8,25.0,Normal
90.9,29.2,58.5,8.1,Normal
73.5,36.1,83.9,40.7,Landslide
19.9,27.0,96.6,49.8,Normal
24.8,27.1,77.2,52.8,Normal
157.2,35.2,56.5,46.5,Landslide
105.1,27.5,75.1,28.6,Flood
53.7,31.9,100.0,32.8,Normal
48.3,23.1,71.5,32.8,Normal
29.0,28.3,91.9,64.0,Normal
78.1,22.4,58.9,5.2,Normal
31.3,24.8,69.4,22.9,Normal
43.3,32.4,79.3,14.0,Landslide
34.3,28.8,76.0,114.8,Cyclone
100.6,27.7,58.5,72.5,Cyclone
52.0,26.0,57.9,23.6,Normal
64.9,28.1,84.8,9.8,Normal
20.3,30.2,87.9,12.5,Normal
34.1,32.9,92.7,63.4,Normal
66.0,18.5,97.1,7.8,Flood
12.0,25.7,72.0,33.2,Normal
48.9,29.6,65.3,56.6,Normal
57.8,28.6,90.3,11.4,Normal
17.9,30.6,80.7,32.9,Normal
118.3,30.1,55.3,23.9,Flood
75.4,27.8,54.5,21.5,Normal
51.7,26.9,77.4,18.7,Landslide
32.0,28.0,67.3,59.8,Normal
11.5,33.6,69.6,82.8,Cyclone
112.1,26.1,86.1,26.9,Landslide
40.1,28.7,81.4,42.6,Normal
15.0,29.7,89.9,33.4,Normal
31.2,35.2,41.0,6.0,Normal
81.3,27.8,73.8,26.1,Landslide
69.8,32.8,80.4,4.8,Landslide
22.2,33.9,47.1,22.4,Normal
125.9,28.7,60.2,32.2,Flood
14.8,28.2,57.4,53.5,Normal
143.7,27.7,70.3,39.9,Flood
67.6,28.0,94.4,60.8,Landslide
42.7,32.4,100.0,16.3,Landslide
47.7,29.9,57.8,76.1,Normal
62.0,29.9,77.9,82.9,Cyclone
85.8,24.5,78.4,4.5,Landslide
9.2,25.1,75.8,7.4,Normal
30.3,37.6,76.0,31.7,Normal
60.5,28.3,74.6,21.1,Landslide
129.2,25.9,95.3,23.8,Landslide
125.9,34.7,86.5,39.7,Flood
163.7,30.1,54.1,62.4,Landslide
121.8,31.3,81.9,15.5,Landslide
28.3,28.4,83.4,69.5,Normal
57.6,27.7,74.7,18.4,Normal
122.3,28.3,87.0,124.9,Cyclone
114.3,23.5,72.8,76.4,Flood
49.6,28.6,73.0,20.0,Landslide
84.1,30.2,71.8,10.0,Landslide
39.9,36.4,39.7,19.6,Normal
13.6,29.3,68.8,17.5,Normal
53.1,19.7,60.0,49.1,Normal
50.6,28.6,52.2,4.6,Normal
38.3,40.0,91.5,7.5,Landslide
86.1,32.5,77.6,48.1,Landslide
48.3,25.8,69.6,16.9,Normal
77.7,31.4,61.5,22.6,Normal
99.3,26.0,74.4,56.4,Landslide
246.3,23.6,84.9,64.3,Landslide
53.8,27.6,57.6,74.0,Cyclone
130.4,29.4,69.9,53.2,Flood
69.0,21.5,83.0,27.9,Normal
72.0,24.4,41.0,26.1,Normal
54.4,29.0,69.1,23.8,Normal
64.7,27.4,63.6,11.4,Normal
48.6,30.6,68.0,15.0,Normal
115.4,24.1,62.5,67.7,Flood
31.3,31.9,72.1,18.3,Normal
13.4,24.3,98.9,11.5,Landslide
37.3,35.6,65.1,71.5,Cyclone
33.9,22.1,74.4,37.9,Normal
37.2,24.6,99.9,95.0,Cyclone
52.2,30.7,61.7,88.5,Cyclone
37.4,35.7,97.2,12.4,Landslide
51.6,30.3,70.1,30.1,Normal
37.4,31.3,96.7,14.0,Landslide
78.9,29.1,81.3,13.9,Flood
244.9,24.9,74.6,23.3,Flood
68.0,27.0,69.0,50.0,Normal
38.8,24.2,60.6,50.3,Normal
3.7,23.9,71.1,46.0,Normal
193.5,30.6,83.5,27.8,Flood
70.9,24.5,69.8,52.1,Normal
51.2,30.3,65.3,11.3,Normal
4.1,23.8,66.2,38.4,Normal
53.4,30.2,84.9,33.0,Normal
64.2,27.0,88.4,26.5,Landslide
37.6,34.6,60.0,39.4,Normal
16.3,30.3,60.0,14.3,Normal
15.2,33.9,75.7,47.3,Normal
195.5,26.0,92.9,32.4,Flood
62.9,29.2,87.2,8.2,Landslide
37.5,25.1,51.2,31.8,Normal
60.0,27.3,66.0,21.2,Normal
57.0,28.0,56.0,68.8,Cyclone
14.4,26.1,66.0,12.1,Normal
110.2,24.1,94.1,12.5,Flood
50.2,23.3,48.7,43.1,Normal
63.5,19.6,45.7,28.7,Normal
153.8,24.8,57.6,27.6,Flood
16.9,31.5,74.3,125.4,Cyclone
29.9,22.6,79.3,51.2,Normal
73.7,23.5,76.6,25.0,Landslide
108.7,36.2,87.6,7.2,Flood
34.6,26.5,43.6,23.9,Normal
36.3,30.3,87.8,11.0,Normal
91.6,31.6,65.3,15.1,Normal
232.5,31.7,81.0,15.5,Flood
61.6,22.9,50.1,65.2,Cyclone
29.8,28.1,70.1,8.9,Normal
22.4,22.5,73.5,60.8,Normal
52.1,38.8,87.3,44.5,Landslide
105.3,22.6,46.2,44.0,Landslide
299.6,24.8,70.5,14.6,Flood
45.4,24.8,53.7,55.4,Normal
61.6,23.0,77.6,13.1,Normal
174.4,34.4,81.7,83.8,Cyclone
72.8,38.7,89.3,66.2,Flood
68.4,27.1,62.0,93.4,Cyclone
152.5,23.7,83.9,33.1,Flood
62.8,20.1,90.4,28.7,Normal
24.2,28.0,45.4,23.4,Normal
132.1,27.7,79.2,123.6,Cyclone
11.9,26.4,84.4,49.7,Normal
117.3,29.9,66.1,11.1,Flood
58.0,30.6,51.8,77.4,Cyclone
45.8,30.3,84.1,27.8,Normal
44.8,27.7,52.0,1.9,Normal
51.9,24.6,67.3,17.4,Normal
40.5,31.7,69.4,66.2,Normal
80.7,29.1,80.7,44.6,Landslide
41.7,32.6,60.6,51.0,Normal
58.3,32.2,59.7,76.9,Cyclone
6.9,23.3,71.5,5.9,Normal
58.0,23.3,85.1,17.6,Landslide
39.8,26.0,100.0,33.7,Landslide
111.4,24.8,47.4,67.5,Flood
47.3,32.0,74.7,13.0,Normal
100.5,30.4,53.7,24.9,Landslide
92.6,33.4,85.3,32.1,Landslide
94.4,30.6,55.9,16.9,Normal
48.7,29.8,59.9,31.8,Normal
61.0,33.8,61.2,28.5,Normal
79.1,30.9,68.9,20.8,Normal
62.4,29.3,74.8,55.3,Normal
47.4,34.9,77.3,48.6,Normal
26.4,29.5,69.9,57.0,Normal
58.8,27.8,50.1,60.5,Normal
13.5,25.6,80.9,7.9,Normal
6.2,31.8,69.2,8.8,Normal
21.0,33.9,87.4,52.1,Normal
93.6,28.8,59.4,22.4,Normal
69.4,34.2,46.0,20.2,Normal
94.3,21.1,69.5,17.7,Landslide
32.3,28.8,89.4,58.4,Normal
119.3,28.8,72.4,118.5,Cyclone
15.2,26.1,67.0,60.3,Normal
21.8,38.5,56.9,21.6,Normal
117.9,28.7,96.4,56.4,Flood
65.7,27.4,54.6,8.6,Normal
94.7,29.1,59.1,27.0,Flood
69.6,21.0,78.6,6.0,Landslide
36.5,26.0,42.2,22.5,Normal
19.3,32.9,89.1,36.5,Normal
8.6,26.5,79.4,133.0,Cyclone
184.2,25.7,83.5,71.2,Flood
11.4,34.2,78.4,6.1,Normal
149.1,34.4,67.6,6.8,Landslide
63.0,31.1,54.1,17.0,Normal
71.2,27.2,67.9,101.3,Cyclone
67.8,28.0,55.4,6.4,Normal
86.5,25.8,77.3,17.8,Landslide
29.6,25.0,82.1,17.8,Normal
5.1,24.8,92.2,43.1,Normal
35.8,26.5,75.6,57.4,Normal
81.3,24.9,83.9,48.9,Landslide
22.0,22.7,65.5,38.8,Normal
121.4,29.9,62.8,8.2,Flood
52.7,29.9,77.1,34.4,Normal
20.0,35.8,64.2,78.4,Cyclone
65.2,26.3,74.0,96.4,Cyclone
80.3,30.2,54.1,42.2,Normal
84.5,30.3,56.8,6.2,Normal
118.0,28.0,79.5,42.7,Landslide
14.0,32.0,83.3,28.5,Normal
118.1,32.1,55.2,7.3,Landslide
125.7,30.3,80.1,12.3,Landslide
19.3,28.0,62.0,14.6,Normal
23.4,27.6,70.2,52.2,Normal
98.1,23.5,91.3,93.7,Cyclone
41.9,25.8,82.1,46.7,Normal
138.5,26.5,81.9,53.4,Landslide
165.0,24.5,98.6,30.1,Flood
20.0,30.8,59.4,19.9,Normal
29.1,33.8,55.2,47.6,Normal
62.7,25.4,59.2,39.2,Normal
4.9,30.1,66.2,15.8,Normal
8.9,24.9,34.7,37.3,Normal
26.1,27.8,66.9,31.6,Normal
203.5,26.2,61.8,24.7,Landslide
70.1,31.4,81.8,19.3,Landslide
33.5,26.3,75.3,42.2,Normal
23.2,33.0,61.0,20.4,Normal
19.1,28.0,78.8,118.7,Cyclone
35.7,26.4,80.8,45.6,Normal
33.9,24.0,58.5,42.7,Normal
48.3,30.0,62.6,27.6,Normal
83.1,32.6,36.6,23.0,Normal
54.4,30.1,53.6,4.7,Normal
102.2,38.0,58.9,16.7,Landslide
45.5,34.7,71.1,6.0,Normal
173.5,27.8,55.8,5.9,Flood
100.5,27.7,62.3,10.6,Landslide
68.7,30.9,51.6,72.9,Normal
83.3,25.6,72.6,72.7,Landslide
36.5,33.7,76.4,17.1,Normal
47.7,30.4,76.0,8.0,Normal
46.2,30.0,70.2,22.1,Normal
30.1,31.7,46.9,51.8,Normal
15.9,35.9,60.7,63.0,Normal
86.6,29.7,63.9,36.9,Landslide
113.7,28.5,64.0,41.8,Flood
77.9,35.0,71.1,38.9,Landslide
54.3,32.9,91.4,6.5,Normal
226.5,27.7,82.2,8.8,Flood
33.1,29.0,55.2,96.2,Cyclone
70.5,29.8,80.2,36.7,Landslide
125.2,30.4,79.6,3.4,Landslide
21.2,23.6,57.9,43.7,Normal
91.4,22.8,82.7,13.9,Landslide
181.1,25.5,67.6,66.5,Flood
57.9,25.1,48.9,61.7,Normal
65.8,26.4,76.8,49.8,Normal
33.3,31.5,73.3,36.4,Normal
82.6,28.3,66.6,77.8,Cyclone
29.4,29.8,69.4,83.2,Cyclone
55.2,24.1,59.2,14.3,Normal
13.9,27.2,79.2,49.4,Normal
2.1,31.3,69.3,19.5,Normal
39.3,31.4,72.5,12.4,Normal
38.8,26.1,75.4,83.1,Cyclone
42.2,29.6,52.7,55.2,Normal
98.4,37.8,56.6,38.7,Normal
115.9,28.9,36.9,15.6,Normal
72.7,26.2,78.5,84.8,Cyclone
93.5,28.3,51.8,13.8,Normal
30.2,29.4,72.0,11.0,Normal
24.0,28.4,75.6,31.7,Normal
83.8,28.9,79.0,51.8,Landslide
20.9,23.2,51.9,24.0,Normal
18.6,25.1,69.0,36.0,Normal
306.1,28.4,95.1,19.4,Flood
60.8,28.3,95.7,21.3,Landslide
38.8,26.7,84.8,103.5,Cyclone
35.1,28.3,75.1,29.4,Normal
14.3,29.2,54.9,81.2,Cyclone
71.6,32.6,80.8,5.7,Normal
45.5,28.6,67.6,67.4,Normal
113.7,30.6,78.4,16.3,Flood
85.7,26.8,60.5,56.1,Normal
44.2,31.3,67.4,16.1,Normal
6.8,30.5,72.5,22.6,Normal
60.9,32.5,73.7,12.1,Normal
56.8,31.9,77.4,56.9,Normal
5.1,31.4,61.3,63.3,Normal
78.7,28.6,49.9,16.7,Normal
20.2,30.0,94.4,7.4,Normal
117.8,33.3,100.0,80.4,Landslide
54.1,26.4,76.7,18.5,Normal
34.3,26.5,50.1,28.2,Normal
67.6,29.7,58.4,14.2,Normal
64.5,30.7,77.6,53.1,Landslide
62.7,25.7,90.1,54.0,Flood
107.2,28.7,51.8,89.5,Cyclone
70.7,28.6,68.1,68.8,Cyclone
31.7,20.1,72.9,65.6,Normal
46.6,28.1,83.0,30.3,Landslide
147.3,28.4,64.8,27.4,Flood
29.2,28.4,46.5,52.5,Normal
77.8,34.7,79.3,29.0,Landslide
110.0,24.1,86.9,70.4,Landslide
83.4,25.7,68.8,13.3,Normal
61.2,18.6,76.1,5.5,Normal
68.6,27.1,62.9,48.2,Normal
87.2,27.4,57.3,20.6,Normal
28.9,27.0,85.4,11.5,Normal
57.1,33.4,75.8,127.7,Cyclone
225.6,32.4,77.4,32.5,Flood
79.6,29.3,92.5,9.1,Landslide
62.9,27.5,54.2,18.6,Normal
42.9,33.1,61.7,25.6,Normal
29.2,28.9,72.4,47.5,Normal
70.3,25.7,61.5,18.6,Landslide
74.0,22.1,81.7,28.5,Landslide
54.1,27.2,67.2,39.7,Normal
285.7,32.0,55.1,45.3,Flood
31.5,38.1,71.0,30.2,Normal
25.3,29.2,72.6,102.4,Cyclone
43.4,25.9,84.0,53.5,Normal
55.5,24.3,75.9,51.4,Normal
27.8,31.2,76.9,50.0,Normal
69.1,21.9,74.8,70.8,Landslide
74.7,31.2,67.2,37.7,Landslide
94.6,32.3,59.3,13.1,Normal
37.8,30.7,74.3,43.8,Normal
139.1,28.1,65.0,47.9,Flood
90.2,31.3,95.3,78.5,Landslide
30.9,29.7,90.1,11.9,Normal
27.7,25.9,79.5,14.8,Landslide
45.8,36.4,75.7,33.3,Landslide
74.8,27.6,68.7,51.1,Normal
82.9,32.1,51.1,9.9,Normal
90.0,19.3,66.8,12.2,Landslide
216.3,34.1,71.5,59.9,Flood
9.7,34.9,73.4,10.3,Normal
53.0,29.1,77.0,15.0,Landslide
204.5,31.2,83.8,62.6,Flood
97.7,31.2,59.6,50.5,Normal
23.8,26.4,59.8,18.8,Normal
66.5,31.2,91.8,46.4,Landslide
50.6,25.8,81.6,40.2,Normal
49.1,26.6,64.1,29.3,Normal
37.2,33.5,68.4,23.5,Normal
62.5,32.9,68.5,45.1,Normal
122.1,26.2,70.5,11.2,Landslide
40.1,26.1,77.1,44.7,Normal
90.5,26.4,100.0,37.4,Landslide
101.8,31.9,72.8,39.5,Landslide
138.3,25.0,79.9,14.4,Flood
27.3,30.4,44.7,79.8,Cyclone
58.8,32.0,62.7,18.9,Normal
33.6,28.6,88.4,21.5,Normal
62.6,33.0,76.0,28.4,Normal
62.3,27.8,20.0,50.4,Normal
21.4,28.1,80.1,38.6,Normal
65.4,25.1,98.8,7.2,Normal
223.3,33.1,40.1,32.2,Flood
83.1,25.9,92.8,34.3,Landslide
17.4,30.4,28.4,81.2,Cyclone
25.8,28.7,84.1,25.3,Normal
56.6,24.8,69.9,47.4,Normal
26.3,26.6,34.8,167.0,Cyclone
133.4,34.5,76.7,71.9,Landslide
15.3,29.8,87.3,13.7,Normal
83.5,25.0,75.5,55.3,Normal
12.1,30.2,78.8,44.9,Normal
55.9,28.4,63.8,24.6,Normal
22.9,42.8,42.1,55.8,Normal
94.5,30.1,80.4,13.5,Landslide
118.6,27.5,96.2,19.2,Flood
74.7,34.7,86.9,28.6,Flood
122.3,21.6,40.2,23.7,Normal
3.4,29.4,47.3,51.6,Normal
64.8,37.0,57.3,31.5,Normal
82.7,28.5,46.1,21.7,Normal
90.4,22.1,70.7,71.1,Flood
79.2,27.4,75.9,50.2,Normal
91.8,34.8,48.5,8.7,Normal
64.3,30.5,81.7,8.5,Landslide
17.5,25.6,79.0,21.9,Normal
37.0,26.3,61.8,9.8,Normal
133.8,26.8,67.4,63.5,Landslide
123.9,30.4,40.8,20.0,Normal
81.6,34.4,65.0,47.3,Normal
95.9,33.2,70.1,54.8,Landslide
114.1,30.8,72.5,4.7,Flood
80.9,23.7,75.7,20.8,Landslide
131.3,23.7,73.7,27.6,Flood
128.4,31.1,66.0,39.9,Landslide
268.9,23.6,74.3,61.0,Flood
38.3,28.1,85.0,131.4,Cyclone
38.9,30.2,68.6,95.8,Cyclone
76.7,24.4,74.8,31.2,Normal
196.8,24.9,67.2,30.9,Flood
138.3,28.6,60.3,89.2,Cyclone
104.2,31.0,77.8,32.5,Landslide
144.6,33.2,61.7,20.4,Flood
83.7,31.4,75.8,64.2,Cyclone
46.3,29.3,70.4,41.3,Normal
228.7,26.0,65.4,8.4,Flood
79.4,24.7,65.1,25.4,Normal
126.5,27.0,62.4,10.1,Flood
3.3,30.6,45.3,1.9,Normal
4.5,30.3,75.7,104.7,Cyclone
66.3,20.6,73.5,35.8,Landslide
26.3,25.9,82.7,26.2,Normal
70.9,33.8,62.0,21.7,Normal
38.8,29.3,98.4,33.0,Landslide
294.0,23.3,64.3,21.5,Flood
119.8,38.4,56.9,13.9,Landslide
154.0,28.9,55.1,22.6,Flood
6.0,30.5,44.0,83.4,Cyclone
103.2,30.6,93.0,63.2,Landslide
50.7,27.5,90.6,22.6,Landslide
155.9,26.1,79.0,111.7,Cyclone
93.0,37.5,56.6,30.9,Normal
56.7,33.0,97.2,16.9,Landslide
19.5,32.3,64.7,42.7,Normal
65.4,31.3,66.0,92.3,Cyclone
131.8,25.0,91.6,80.7,Landslide
161.9,34.1,79.9,17.6,Flood
43.8,25.6,100.0,11.5,Landslide
263.8,30.1,73.7,24.3,Flood
124.9,22.4,64.0,47.9,Flood
26.8,20.8,60.8,57.4,Normal
21.4,30.3,42.3,73.1,Cyclone
53.3,25.8,65.8,37.3,Normal
43.7,21.0,87.2,38.2,Normal
84.2,31.2,79.0,36.3,Landslide
60.3,37.5,70.3,66.8,Landslide
46.8,34.6,55.1,58.2,Normal
12.9,28.0,73.4,17.1,Normal
95.0,29.0,85.2,53.3,Flood
11.7,32.6,76.5,63.8,Normal
125.2,33.5,72.5,67.4,Flood
7.0,27.6,58.0,41.3,Normal
10.9,29.1,83.0,39.7,Normal
26.7,30.2,23.0,32.0,Normal
40.6,31.2,75.7,34.5,Normal
33.8,28.5,100.0,100.6,Cyclone
40.4,28.5,47.4,35.4,Normal
72.0,34.5,66.4,18.3,Landslide
27.3,33.8,69.9,42.0,Normal
72.5,30.9,63.1,56.7,Cyclone
3.4,35.9,85.5,65.5,Normal
26.4,27.5,77.1,13.8,Normal
10.3,35.5,72.3,87.2,Cyclone
124.2,31.2,82.0,55.2,Landslide
30.7,42.1,70.3,83.9,Cyclone
90.8,24.2,100.0,9.5,Landslide
8.2,26.2,72.3,69.1,Normal
160.1,30.7,72.9,13.2,Flood
63.0,30.6,44.3,26.7,Normal
57.6,36.8,61.8,56.4,Normal
13.0,26.3,87.2,12.0,Normal
23.4,32.6,50.0,21.4,Normal
48.0,33.6,37.6,9.3,Normal
24.2,31.8,70.5,55.4,Normal
115.9,25.2,90.6,16.8,Landslide
61.6,34.6,70.6,33.7,Normal
24.5,33.9,65.0,44.9,Normal
103.7,31.4,42.1,41.6,Normal
42.9,29.8,76.8,38.9,Normal
100.4,29.9,79.9,38.9,Landslide
37.3,28.7,43.3,9.9,Normal
86.4,31.6,87.0,27.8,Landslide
41.7,29.1,81.5,38.6,Normal
115.9,25.6,87.0,35.6,Landslide
8.4,24.8,78.8,30.4,Normal
17.9,26.0,79.8,18.9,Normal
51.6,29.9,77.8,41.0,Normal
32.0,28.9,83.0,46.6,Normal
40.6,29.9,42.7,23.8,Normal
93.6,31.0,47.5,65.8,Cyclone
39.9,26.5,59.0,88.4,Cyclone
74.4,34.9,68.1,34.2,Normal
26.2,27.9,75.8,17.4,Normal
6.3,27.3,74.9,11.9,Normal
100.0,30.9,86.8,26.3,Landslide
184.9,21.7,87.2,32.4,Landslide
68.7,25.8,56.9,11.3,Normal
53.9,32.9,73.6,25.7,Normal
63.3,22.1,57.3,63.4,Normal
145.4,33.5,67.2,3.9,Flood
69.3,35.0,74.8,35.9,Normal
103.5,27.5,20.0,21.3,Normal
100.2,30.2,100.0,33.1,Landslide
122.8,33.5,78.5,91.6,Cyclone
53.0,27.1,61.1,32.0,Normal
36.9,32.5,98.9,28.6,Landslide
87.1,26.3,64.8,53.0,Flood
116.8,27.1,72.0,41.4,Landslide
132.5,25.8,62.7,36.0,Flood
157.6,30.4,94.8,42.5,Flood
109.5,33.6,68.4,75.4,Cyclone
35.2,28.3,72.2,60.7,Normal
68.7,23.9,88.1,27.0,Landslide
64.1,24.7,78.8,88.4,Cyclone
58.8,30.6,69.2,22.3,Landslide
87.2,36.4,86.7,35.9,Flood
49.1,30.6,100.0,39.0,Normal
49.2,27.5,74.8,26.1,Normal
192.5,32.1,71.8,82.1,Landslide
55.2,28.0,72.6,25.0,Normal
122.2,27.5,89.7,30.1,Flood
127.1,25.2,61.0,66.8,Flood
70.1,34.6,65.8,23.0,Normal
50.8,18.8,46.9,10.9,Normal
27.2,32.2,52.2,36.6,Normal
11.5,27.1,62.2,14.1,Normal
91.8,27.4,69.2,12.7,Flood
78.8,35.8,96.5,4.0,Landslide
101.6,26.1,78.0,4.7,Landslide
39.0,26.3,56.3,5.1,Normal
205.6,28.5,59.1,96.1,Flood
84.0,30.7,90.6,5.1,Landslide
53.6,27.2,86.9,13.8,Landslide
5.7,22.7,70.4,30.5,Normal
42.8,25.5,63.4,51.3,Normal
105.1,34.1,86.9,55.1,Flood
154.9,29.3,55.1,17.4,Flood
60.4,30.8,75.9,35.4,Normal
172.2,28.0,100.0,29.8,Landslide
25.3,26.4,73.1,33.9,Normal
80.5,35.7,58.4,37.3,Landslide
82.2,28.2,76.2,44.8,Flood
92.3,27.2,62.9,20.9,Flood
67.0,33.4,49.1,25.2,Normal
77.3,26.1,80.5,127.7,Cyclone
24.7,26.6,86.8,22.0,Normal
144.9,29.0,65.3,35.9,Flood
113.9,29.0,64.3,30.0,Flood
75.1,30.0,55.6,34.8,Normal
115.8,37.4,67.8,68.0,Landslide
148.1,30.3,61.6,28.7,Flood
91.3,19.5,54.8,12.2,Normal
220.3,30.3,98.4,20.6,Flood
96.8,29.2,77.0,28.8,Flood
28.5,29.2,78.6,38.2,Normal
72.3,30.0,83.3,17.5,Normal
118.9,28.9,81.6,19.2,Flood
148.2,28.8,63.8,39.2,Landslide
68.1,31.5,74.1,40.2,Normal
26.5,26.8,66.0,61.6,Normal
49.9,25.2,76.6,20.4,Normal
16.5,41.1,75.1,48.0,Normal
104.0,26.1,64.3,30.1,Flood
42.3,29.4,50.1,22.9,Normal
32.7,23.0,72.2,30.8,Normal
111.3,29.5,66.9,34.1,Flood
169.8,25.3,41.6,11.0,Flood
32.6,27.2,77.6,11.8,Normal
68.4,33.2,84.5,52.6,Flood
51.6,30.9,100.0,24.7,Landslide
152.8,31.3,64.1,38.4,Landslide
56.4,21.9,61.9,51.5,Normal
24.2,36.3,53.4,31.0,Normal
58.6,24.2,73.1,48.6,Normal
131.7,35.1,73.0,34.3,Flood
49.2,33.1,57.8,35.5,Normal
35.7,31.3,67.4,71.7,Cyclone
54.5,25.6,40.3,28.5,Normal
24.9,29.6,83.9,53.0,Landslide
51.5,27.1,58.4,9.2,Normal
38.1,29.1,69.5,37.4,Normal
247.0,28.0,48.6,84.0,Flood
7.7,20.8,61.3,133.7,Cyclone
28.4,33.5,65.8,9.7,Normal
35.7,28.7,69.8,24.6,Normal
25.1,27.1,77.2,14.4,Normal
81.1,26.8,91.6,29.3,Landslide
32.1,30.4,81.0,59.0,Normal
14.7,25.4,84.4,73.4,Normal
63.9,20.0,91.7,75.0,Cyclone
46.9,30.6,78.5,8.8,Landslide
33.4,31.1,69.4,33.6,Normal
150.2,28.2,85.1,20.1,Landslide
83.1,24.4,86.1,28.1,Flood
76.5,29.4,79.7,22.5,Landslide
84.5,23.1,48.2,9.3,Normal
81.3,24.9,57.4,73.9,Cyclone
48.9,26.0,65.9,17.6,Normal
32.4,32.4,81.7,20.4,Normal
64.9,27.5,69.7,84.3,Cyclone
48.2,27.2,87.1,7.7,Landslide
7.6,36.8,89.7,44.4,Normal
23.0,30.4,88.0,64.6,Normal
43.3,30.4,88.1,79.9,Landslide
113.0,27.5,54.4,42.3,Landslide
65.2,26.6,77.2,53.7,Normal
27.4,20.3,60.9,64.6,Normal
21.1,32.9,45.3,29.7,Normal
130.0,30.8,65.7,15.6,Flood
50.7,28.3,89.9,88.5,Cyclone
1.0,28.5,76.9,49.8,Normal
53.4,31.9,100.0,33.5,Landslide
96.4,22.8,72.7,9.8,Flood
20.5,26.6,100.0,3.0,Normal
61.4,24.5,72.7,43.8,Normal
66.0,36.1,70.3,2.7,Normal
21.7,32.5,50.8,33.3,Normal
138.2,20.2,86.7,18.4,Flood
66.8,22.9,62.5,22.4,Normal
43.1,28.5,60.3,75.6,Normal
51.0,27.1,89.2,18.5,Normal
17.8,23.7,87.4,34.5,Normal
17.1,36.8,87.0,18.6,Normal
39.8,30.3,64.6,40.9,Normal
42.0,30.9,69.2,36.8,Normal
48.3,26.2,69.1,33.3,Normal
146.6,31.9,81.7,64.8,Flood
92.8,27.5,93.3,7.7,Landslide
9.3,27.9,75.5,5.7,Normal
128.0,31.4,99.6,11.6,Flood
39.6,22.5,83.5,37.0,Landslide
99.2,35.4,66.5,46.0,Landslide
